         1517261 function calls (1488817 primitive calls) in 60.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\resnet.py:639(Wide_ResNet101_2_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\vgg.py:157(VGG13_Weights)
       10    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\accessor.py:216(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\datetimelike.py:169(_period_dispatch)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\generic.py:6278(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\formats\format.py:868(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\excel\_openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\excel\_openpyxl.py:533(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\lfw.py:95(LFWPeople)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_rectangle.py:12(Rectangle)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:133(SubclassCreationMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\retinanet.py:680(RetinaNet_ResNet50_FPN_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\weakref.py:290(update)
        2    0.000    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\library.py:205(_scoped_library)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_decomp\__init__.py:63(_convert_out_params)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\utils\callbacks\base.py:116(on_predict_batch_end)
       21    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\util\version\__init__.py:470(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\groupby\indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.009    0.009 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\parsers\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\sun397.py:10(SUN397)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\polyfill.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\resnet.py:528(ResNeXt101_32X8D_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\_utils.py:314(Matcher)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\unittest\mock.py:1248(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\cuda\__init__.py:402(get_device_name)
        8    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\utils\_pytree.py:601(_get_node_type)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pytz\lazy.py:118(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\_meta_registrations.py:16(register_meta)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\apply.py:1240(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\internals\managers.py:1771(_consolidate_check)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:485(RandomTransforms)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\transforms.py:2043(ElasticTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\pcam.py:10(PCAM)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\voc.py:120(VOCSegmentation)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\convnext.py:249(ConvNeXt_Base_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_graph_traversal.py:16(GraphTraversal)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\utils.py:1847(_symbolic_context_handler)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\onnx\defs\__init__.py:39(onnx_opset_version)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\exc.py:125(UserErrorType)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\ctx_manager.py:26(ContextMangerState)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\symbolic_convert.py:215(InstructionTranslatorGraphState)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\_collective_utils.py:172(MeshTopoInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\resnet.py:485(ResNeXt50_32X4D_Weights)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\fromnumeric.py:2687(_max_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\locale.py:469(_parse_localename)
        4    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\utils\_pytree.py:799(tree_flatten)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\io\image.py:21(ImageReadMode)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\_config\config.py:273(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\datetimelike.py:1735(DatelikeOps)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\io\excel\_xlrd.py:25(XlrdReader)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\dtd.py:11(DTD)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\imagenette.py:11(Imagenette)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_numpy\_dtypes.py:193(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\densenet.py:96(_DenseBlock)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\swin_transformer.py:777(Swin_V2_B_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\_utils.py:11(BalancedPositiveNegativeSampler)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\generalized_rcnn.py:15(GeneralizedRCNN)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\mask_rcnn.py:358(MaskRCNN_ResNet50_FPN_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\quantization\shufflenetv2.py:149(ShuffleNet_V2_X1_0_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\video\mvit.py:424(MViT)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\video\swin_transformer.py:366(SwinTransformer3d)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\fromnumeric.py:1021(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_prims\__init__.py:218(TensorMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\util\version\__init__.py:186(LegacyVersion)
       20    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       45    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\fer2013.py:12(FER2013)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\field_mask.py:8(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_numpy\_getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\source.py:286(DefaultsSource)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\output_graph.py:194(WrapperBackend)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\mobilenetv2.py:19(InvertedResidual)
       14    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\utils\callbacks\base.py:111(on_predict_batch_start)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\dtypes\dtypes.py:1433(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\interchange\dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_physical_location.py:17(PhysicalLocation)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_node.py:17(Node)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_suppression.py:12(Suppression)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_sarif_log.py:16(SarifLog)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\jit_utils.py:23(GraphContext)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_prims\context.py:82(TorchRefsMode)
        1    0.000    0.000    0.003    0.003 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\api_implementation.py:39(_CanImport)
       29    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\internal\api_implementation.py:128(Type)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\google\protobuf\reflection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\ops\feature_pyramid_network.py:36(FeaturePyramidNetwork)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\symbolic_convert.py:2546(InliningGeneratorInstructionTranslator)
       12    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\deprecated.py:20(get_warning)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:96(InputAliasInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\vision_transformer.py:32(ConvStemConfig)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:1450(is_file)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\arrays\boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\methods\describe.py:136(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\datasets\sbu.py:11(SBU)
       21    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset9.py:305(_export)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\fx\passes\fake_tensor_prop.py:12(FakeTensorProp)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\higher_order_ops.py:500(TorchHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_inductor\config.py:500(triton)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\placement_types.py:387(TensorMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\efficientnet.py:685(EfficientNet_V2_M_Weights)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\shufflenetv2.py:104(ShuffleNetV2)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\detection\ssd.py:28(SSD300_VGG16_Weights)
       13    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:1879(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:183(isgeneratorfunction)
        2    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\package\_mangling.py:44(is_mangled)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\hub.py:130(_get_torch_home)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\zoneinfo\_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\computation\scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\computation\pytables.py:99(Constant)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\transforms\functional.py:23(InterpolationMode)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\_beartype.py:39(RuntimeTypeCheckState)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_thread_flow.py:16(ThreadFlow)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\registration.py:202(SymbolicRegistry)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\onnxruntime.py:528(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\variables\misc.py:675(NumpyVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\op_schema.py:120(OpStrategy)
